RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
b'd00139',b'TIMOLOL',1.0,40.0,47.0,275.0,,,,,,,,,,40.0,47.0,275.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, NON-CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, NON-CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00140',b'CIMETIDINE',1.0,87.0,94.0,,,,,,,,,,,87.0,94.0,,,,,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'H2 ANTAGONISTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'H2 ANTAGONISTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00141',b'FAMOTIDINE',1.0,87.0,94.0,,,,,,,,,,,87.0,94.0,,,,,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'H2 ANTAGONISTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'H2 ANTAGONISTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00142',b'THEOPHYLLINE',1.0,122.0,125.0,126.0,,,,,,,,,,122.0,125.0,126.0,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'BRONCHODILATORS',b'METHYLXANTHINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'BRONCHODILATORS',b'METHYLXANTHINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00143',b'PHENYTOIN',1.0,40.0,46.0,385.0,57.0,64.0,199.0,,,,,,,40.0,46.0,385.0,57.0,64.0,199.0,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIARRHYTHMIC AGENTS',b'GROUP I ANTIARRHYTHMICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'HYDANTOIN ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANTIARRHYTHMIC AGENTS',b'GROUP I ANTIARRHYTHMICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'HYDANTOIN ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00144',b'NORTRIPTYLINE',1.0,242.0,249.0,209.0,,,,,,,,,,242.0,249.0,209.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00145',b'DESIPRAMINE',1.0,242.0,249.0,209.0,,,,,,,,,,242.0,249.0,209.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00146',b'AMITRIPTYLINE',1.0,242.0,249.0,209.0,,,,,,,,,,242.0,249.0,209.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00147',b'CHLORAL HYDRATE',1.0,57.0,67.0,70.0,,,,,,,,,,57.0,67.0,70.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'","b'MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'","b'MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00148',b'DIAZEPAM',1.0,57.0,64.0,203.0,57.0,67.0,69.0,,,,,,,57.0,64.0,203.0,57.0,67.0,69.0,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'BENZODIAZEPINE ANTICONVULSANTS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'BENZODIAZEPINE ANTICONVULSANTS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00149',b'LORAZEPAM',1.0,57.0,64.0,203.0,57.0,65.0,198.0,57.0,67.0,69.0,,,,57.0,64.0,203.0,57.0,65.0,198.0,57.0,67.0,69.0,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'BENZODIAZEPINE ANTICONVULSANTS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'MISCELLANEOUS ANTIEMETICS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'BENZODIAZEPINE ANTICONVULSANTS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'MISCELLANEOUS ANTIEMETICS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00150',b'COLCHICINE',1.0,358.0,194.0,,,,,,,,,,,358.0,194.0,,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIGOUT AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIGOUT AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00152',b'CLOXACILLIN',1.0,1.0,13.0,222.0,,,,,,,,,,1.0,13.0,222.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'PENICILLINS',b'PENICILLINASE RESISTANT PENICILLINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'PENICILLINS',b'PENICILLINASE RESISTANT PENICILLINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00153',b'DICLOXACILLIN',1.0,1.0,13.0,222.0,,,,,,,,,,1.0,13.0,222.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'PENICILLINS',b'PENICILLINASE RESISTANT PENICILLINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'PENICILLINS',b'PENICILLINASE RESISTANT PENICILLINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00154',b'MEBENDAZOLE',1.0,1.0,3.0,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTHELMINTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTHELMINTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00155',b'MICONAZOLE',1.0,1.0,4.0,236.0,,,,,,,,,,1.0,4.0,236.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIFUNGALS',b'AZOLE ANTIFUNGALS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIFUNGALS',b'AZOLE ANTIFUNGALS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00158',b'QUINACRINE',1.0,1.0,5.0,238.0,,,,,,,,,,1.0,5.0,238.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIMALARIAL AGENTS',b'ANTIMALARIAL QUINOLINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIMALARIAL AGENTS',b'ANTIMALARIAL QUINOLINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00161',b'ACETAZOLAMIDE',1.0,40.0,49.0,157.0,57.0,64.0,351.0,,,,,,,40.0,49.0,157.0,57.0,64.0,351.0,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'CARBONIC ANHYDRASE INHIBITORS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'CARBONIC ANHYDRASE INHIBITOR ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'CARBONIC ANHYDRASE INHIBITORS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'CARBONIC ANHYDRASE INHIBITOR ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00162',b'ACETOHEXAMIDE',1.0,358.0,99.0,213.0,,,,,,,,,,358.0,99.0,213.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'SULFONYLUREAS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'SULFONYLUREAS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00168',b'ALPRAZOLAM',1.0,57.0,67.0,69.0,,,,,,,,,,57.0,67.0,69.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00169',b'AMILORIDE',1.0,40.0,49.0,155.0,,,,,,,,,,40.0,49.0,155.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'POTASSIUM-SPARING DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'POTASSIUM-SPARING DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00170',b'ASPIRIN',1.0,57.0,58.0,62.0,81.0,83.0,211.0,,,,,,,57.0,58.0,62.0,81.0,83.0,211.0,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00172',b'INAMRINONE',1.0,40.0,50.0,,,,,,,,,,,40.0,50.0,,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'INOTROPIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'INOTROPIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00174',b'ATROPINE',1.0,40.0,430.0,,87.0,355.0,89.0,105.0,106.0,,,,,40.0,430.0,,87.0,355.0,89.0,105.0,106.0,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTICHOLINERGIC CHRONOTROPIC AGENTS',b'',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'MISCELLANEOUS AGENTS',b'ANTIDOTES',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANTICHOLINERGIC CHRONOTROPIC AGENTS',b'',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'MISCELLANEOUS AGENTS',b'ANTIDOTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00175',b'BENZTROPINE',1.0,57.0,66.0,205.0,,,,,,,,,,57.0,66.0,205.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'ANTICHOLINERGIC ANTIPARKINSON AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'ANTICHOLINERGIC ANTIPARKINSON AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00176',b'BETAXOLOL',1.0,40.0,47.0,274.0,,,,,,,,,,40.0,47.0,274.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00178',b'BROMOCRIPTINE',1.0,57.0,66.0,276.0,97.0,377.0,,,,,,,,57.0,66.0,276.0,97.0,377.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'DOPAMINERGIC ANTIPARKINSONISM AGENTS',b'HORMONES/HORMONE MODIFIERS',b'PROLACTIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'DOPAMINERGIC ANTIPARKINSONISM AGENTS',b'HORMONES/HORMONE MODIFIERS',b'PROLACTIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00179',b'BUMETANIDE',1.0,40.0,49.0,154.0,,,,,,,,,,40.0,49.0,154.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'LOOP DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'LOOP DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00181',b'BUPROPION',1.0,105.0,320.0,,242.0,249.0,76.0,,,,,,,105.0,320.0,,242.0,249.0,76.0,,,,,,,,,,,,,b'MISCELLANEOUS AGENTS',b'SMOKING CESSATION AGENTS',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'MISCELLANEOUS ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'MISCELLANEOUS AGENTS',b'SMOKING CESSATION AGENTS',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'MISCELLANEOUS ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00182',b'BUSPIRONE',1.0,57.0,67.0,70.0,,,,,,,,,,57.0,67.0,70.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'","b'MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'","b'MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00184',b'CARBIDOPA',1.0,57.0,66.0,276.0,,,,,,,,,,57.0,66.0,276.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'DOPAMINERGIC ANTIPARKINSONISM AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'DOPAMINERGIC ANTIPARKINSONISM AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00185',b'CARBOPLATIN',1.0,20.0,21.0,,,,,,,,,,,20.0,21.0,,,,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'ALKYLATING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'ALKYLATING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00188',b'CHLORAMBUCIL',1.0,20.0,21.0,,,,,,,,,,,20.0,21.0,,,,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'ALKYLATING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'ALKYLATING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00189',b'CHLORDIAZEPOXIDE',1.0,57.0,67.0,69.0,,,,,,,,,,57.0,67.0,69.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00190',b'CHLOROTHIAZIDE',1.0,40.0,49.0,156.0,,,,,,,,,,40.0,49.0,156.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00191',b'CHLORPHENIRAMINE',1.0,122.0,123.0,,,,,,,,,,,122.0,123.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00192',b'CHLORTHALIDONE',1.0,40.0,49.0,156.0,,,,,,,,,,40.0,49.0,156.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00193',b'CHOLESTYRAMINE',1.0,358.0,19.0,252.0,,,,,,,,,,358.0,19.0,252.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'BILE ACID SEQUESTRANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'BILE ACID SEQUESTRANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00195',b'CISPLATIN',1.0,20.0,21.0,,,,,,,,,,,20.0,21.0,,,,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'ALKYLATING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'ALKYLATING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00196',b'CLOFIBRATE',1.0,358.0,19.0,241.0,,,,,,,,,,358.0,19.0,241.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'FIBRIC ACID DERIVATIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'FIBRIC ACID DERIVATIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00197',b'CLONAZEPAM',1.0,57.0,64.0,203.0,57.0,67.0,69.0,,,,,,,57.0,64.0,203.0,57.0,67.0,69.0,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'BENZODIAZEPINE ANTICONVULSANTS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'BENZODIAZEPINE ANTICONVULSANTS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00198',b'CLORAZEPATE',1.0,57.0,67.0,69.0,,,,,,,,,,57.0,67.0,69.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'",b'BENZODIAZEPINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00199',b'CLOZAPINE',1.0,242.0,251.0,341.0,,,,,,,,,,242.0,251.0,341.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'ATYPICAL ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'ATYPICAL ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00200',b'CROMOLYN',1.0,122.0,130.0,298.0,,,,,,,,,,122.0,130.0,298.0,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'RESPIRATORY INHALANT PRODUCTS',b'MAST CELL STABILIZERS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'RESPIRATORY INHALANT PRODUCTS',b'MAST CELL STABILIZERS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00204',b'DANAZOL',1.0,97.0,413.0,,,,,,,,,,,97.0,413.0,,,,,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'ANTIGONADOTROPIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'ANTIGONADOTROPIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00206',b'DEXAMETHASONE',1.0,97.0,98.0,301.0,,,,,,,,,,97.0,98.0,301.0,,,,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'ADRENAL CORTICAL STEROIDS',b'GLUCOCORTICOIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'ADRENAL CORTICAL STEROIDS',b'GLUCOCORTICOIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd00207',b'DEXTROMETHORPHAN',1.0,122.0,124.0,,,,,,,,,,,122.0,124.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
